 ,Label,Area,Perim.,Circ.,IntDen,RawIntDen,AR,Round,Solidity
32,1 pat p17 7 day od 10x 2_colony_46.tiff,271,68.184,0.733,69105,69105,2.265,0.441,0.933
33,1 pat p17 7 day od 10x 2_colony_47.tiff,242,57.941,0.906,61710,61710,1.473,0.679,0.936
34,1 pat p17 7 day od 10x 2_colony_48.tiff,317,68.669,0.845,80835,80835,1.701,0.588,0.931
35,1 pat p17 7 day od 10x 2_colony_49.tiff,210,55.598,0.854,53550,53550,1.585,0.631,0.911
36,1 pat p17 7 day od 10x 2_colony_5.tiff,239,57.598,0.905,60945,60945,1.328,0.753,0.925
37,1 pat p17 7 day od 10x 2_colony_50.tiff,192,53.941,0.829,48960,48960,1.639,0.610,0.912
38,1 pat p17 7 day od 10x 2_colony_51.tiff,338,73.154,0.794,86190,86190,1.673,0.598,0.904
39,1 pat p17 7 day od 10x 2_colony_52.tiff,155,47.113,0.878,39525,39525,1.373,0.728,0.912
40,1 pat p17 7 day od 10x 2_colony_53.tiff,260,63.841,0.802,66300,66300,1.812,0.552,0.915
41,1 pat p17 7 day od 10x 2_colony_54.tiff,252,63.841,0.777,64260,64260,1.807,0.553,0.883
42,1 pat p17 7 day od 10x 2_colony_55.tiff,191,52.527,0.870,48705,48705,1.603,0.624,0.920
43,1 pat p17 7 day od 10x 2_colony_56.tiff,202,60.770,0.687,51510,51510,2.316,0.432,0.900
44,1 pat p17 7 day od 10x 2_colony_57.tiff,223,57.012,0.862,56865,56865,1.419,0.705,0.918
45,1 pat p17 7 day od 10x 2_colony_58.tiff,193,54.527,0.816,49215,49215,1.576,0.635,0.915
46,1 pat p17 7 day od 10x 2_colony_59.tiff,274,61.598,0.907,69870,69870,1.162,0.860,0.929
47,1 pat p17 7 day od 10x 2_colony_6.tiff,308,69.012,0.813,78540,78540,1.866,0.536,0.936
48,1 pat p17 7 day od 10x 2_colony_60.tiff,330,70.426,0.836,84150,84150,1.686,0.593,0.928
49,1 pat p17 7 day od 10x 2_colony_61.tiff,163,47.113,0.923,41565,41565,1.086,0.921,0.913
50,1 pat p17 7 day od 10x 2_colony_62.tiff,236,57.598,0.894,60180,60180,1.190,0.841,0.920
51,1 pat p17 7 day od 10x 2_colony_63.tiff,276,66.326,0.788,70380,70380,1.841,0.543,0.917
52,1 pat p17 7 day od 10x 2_colony_64.tiff,707,110.083,0.733,180285,180285,1.830,0.547,0.943
53,1 pat p17 7 day od 10x 2_colony_65.tiff,282,61.355,0.941,71910,71910,1.141,0.876,0.943
54,1 pat p17 7 day od 10x 2_colony_66.tiff,214,54.770,0.896,54570,54570,1.556,0.643,0.939
55,1 pat p17 7 day od 10x 2_colony_67.tiff,436,79.012,0.878,111180,111180,1.533,0.652,0.952
56,1 pat p17 7 day od 10x 2_colony_68.tiff,264,63.255,0.829,67320,67320,1.452,0.688,0.907
57,1 pat p17 7 day od 10x 2_colony_69.tiff,232,57.941,0.868,59160,59160,1.328,0.753,0.932
58,1 pat p17 7 day od 10x 2_colony_7.tiff,349,70.426,0.884,88995,88995,1.352,0.739,0.938
59,1 pat p17 7 day od 10x 2_colony_70.tiff,245,62.426,0.790,62475,62475,1.651,0.606,0.894
60,1 pat p17 7 day od 10x 2_colony_71.tiff,336,69.841,0.866,85680,85680,1.601,0.624,0.936
61,1 pat p17 7 day od 10x 2_colony_72.tiff,167,46.870,0.955,42585,42585,1.100,0.909,0.933
62,1 pat p17 7 day od 10x 2_colony_73.tiff,298,69.598,0.773,75990,75990,1.138,0.879,0.882
63,1 pat p17 7 day od 10x 2_colony_8.tiff,326,68.083,0.884,83130,83130,1.147,0.872,0.922
64,1 pat p17 7 day od 10x 3_colony_100.tiff,245,61.012,0.827,62475,62475,1.336,0.749,0.899
65,1 pat p17 7 day od 10x 3_colony_101.tiff,381,73.497,0.886,97155,97155,1.338,0.747,0.938
66,1 pat p17 7 day od 10x 3_colony_102.tiff,323,68.083,0.876,82365,82365,1.497,0.668,0.932
67,1 pat p17 7 day od 10x 3_colony_103.tiff,279,64.912,0.832,71145,71145,1.474,0.678,0.910
68,1 pat p17 7 day od 10x 3_colony_104.tiff,603,93.983,0.858,153765,153765,1.516,0.660,0.950
69,1 pat p17 7 day od 10x 3_colony_105.tiff,345,72.770,0.819,87975,87975,1.656,0.604,0.934
70,1 pat p17 7 day od 10x 3_colony_106.tiff,217,55.012,0.901,55335,55335,1.542,0.649,0.931
71,1 pat p17 7 day od 10x 3_colony_107.tiff,209,54.426,0.887,53295,53295,1.451,0.689,0.919
72,1 pat p17 7 day od 10x 3_colony_108.tiff,276,62.426,0.890,70380,70380,1.402,0.713,0.934
73,1 pat p17 7 day od 10x 3_colony_109.tiff,216,54.527,0.913,55080,55080,1.277,0.783,0.931
74,1 pat p17 7 day od 10x 3_colony_110.tiff,212,53.355,0.936,54060,54060,1.314,0.761,0.934
75,1 pat p17 7 day od 10x 3_colony_111.tiff,192,52.284,0.883,48960,48960,1.520,0.658,0.930
76,1 pat p17 7 day od 10x 3_colony_113.tiff,342,74.569,0.773,87210,87210,2.018,0.496,0.896
77,1 pat p17 7 day od 10x 3_colony_114.tiff,301,65.841,0.873,76755,76755,1.350,0.741,0.923
78,1 pat p17 7 day od 10x 3_colony_115.tiff,314,67.355,0.870,80070,80070,1.439,0.695,0.939
79,1 pat p17 7 day od 10x 3_colony_116.tiff,204,56.527,0.802,52020,52020,1.897,0.527,0.921
80,1 pat p17 7 day od 10x 3_colony_117.tiff,286,64.083,0.875,72930,72930,1.258,0.795,0.912
81,1 pat p17 7 day od 10x 3_colony_118.tiff,203,53.355,0.896,51765,51765,1.476,0.677,0.929
82,1 pat p17 7 day od 10x 3_colony_119.tiff,553,88.326,0.891,141015,141015,1.177,0.849,0.945
83,1 pat p17 7 day od 10x 3_colony_120.tiff,254,63.841,0.783,64770,64770,1.752,0.571,0.909
84,1 pat p17 7 day od 10x 3_colony_121.tiff,298,67.841,0.814,75990,75990,1.708,0.586,0.913
85,1 pat p17 7 day od 10x 3_colony_122.tiff,245,61.012,0.827,62475,62475,1.766,0.566,0.919
86,1 pat p17 7 day od 10x 3_colony_123.tiff,324,69.255,0.849,82620,82620,1.554,0.643,0.927
87,1 pat p17 7 day od 10x 3_colony_124.tiff,171,47.698,0.944,43605,43605,1.221,0.819,0.932
88,1 pat p17 7 day od 10x 3_colony_125.tiff,293,69.841,0.755,74715,74715,1.823,0.549,0.883
89,1 pat p17 7 day od 10x 3_colony_126.tiff,232,62.426,0.748,59160,59160,2.260,0.442,0.899
90,1 pat p17 7 day od 10x 3_colony_127.tiff,151,44.870,0.942,38505,38505,1.072,0.933,0.935
91,1 pat p17 7 day od 10x 3_colony_128.tiff,276,63.598,0.857,70380,70380,1.464,0.683,0.929
92,1 pat p17 7 day od 10x 3_colony_129.tiff,200,53.355,0.883,51000,51000,1.419,0.704,0.915
93,1 pat p17 7 day od 10x 3_colony_130.tiff,293,66.083,0.843,74715,74715,1.357,0.737,0.914
94,1 pat p17 7 day od 10x 3_colony_131.tiff,325,71.012,0.810,82875,82875,1.808,0.553,0.933
95,1 pat p17 7 day od 10x 3_colony_132.tiff,237,61.012,0.800,60435,60435,1.863,0.537,0.912
96,1 pat p17 7 day od 10x 3_colony_133.tiff,271,61.941,0.888,69105,69105,1.025,0.975,0.926
97,1 pat p17 7 day od 10x 3_colony_134.tiff,280,61.941,0.917,71400,71400,1.327,0.754,0.943
98,1 pat p17 7 day od 10x 3_colony_135.tiff,199,52.284,0.915,50745,50745,1.292,0.774,0.936
99,1 pat p17 7 day od 10x 3_colony_136.tiff,219,54.870,0.914,55845,55845,1.124,0.890,0.944
100,1 pat p17 7 day od 10x 3_colony_137.tiff,222,57.598,0.841,56610,56610,1.760,0.568,0.923
101,1 pat p17 7 day od 10x 3_colony_138.tiff,354,70.426,0.897,90270,90270,1.491,0.671,0.945
102,1 pat p17 7 day od 10x 3_colony_139.tiff,180,51.355,0.858,45900,45900,1.829,0.547,0.923
103,1 pat p17 7 day od 10x 3_colony_140.tiff,142,44.870,0.886,36210,36210,1.486,0.673,0.913
104,1 pat p17 7 day od 10x 3_colony_141.tiff,211,53.355,0.931,53805,53805,1.418,0.705,0.936
105,1 pat p17 7 day od 10x 3_colony_142.tiff,196,55.355,0.804,49980,49980,1.737,0.576,0.914
106,1 pat p17 7 day od 10x 3_colony_143.tiff,271,63.598,0.842,69105,69105,1.656,0.604,0.922
107,1 pat p17 7 day od 10x 3_colony_144.tiff,266,60.184,0.923,67830,67830,1.203,0.831,0.935
108,1 pat p17 7 day od 10x 3_colony_145.tiff,579,90.669,0.885,147645,147645,1.500,0.667,0.960
109,1 pat p17 7 day od 10x 3_colony_74.tiff,268,62.184,0.871,68340,68340,1.478,0.676,0.927
110,1 pat p17 7 day od 10x 3_colony_75.tiff,360,72.426,0.862,91800,91800,1.594,0.627,0.940
111,1 pat p17 7 day od 10x 3_colony_76.tiff,445,85.012,0.774,113475,113475,1.834,0.545,0.925
112,1 pat p17 7 day od 10x 3_colony_77.tiff,292,65.012,0.868,74460,74460,1.649,0.606,0.940
113,1 pat p17 7 day od 10x 3_colony_78.tiff,267,59.941,0.934,68085,68085,1.302,0.768,0.943
114,1 pat p17 7 day od 10x 3_colony_80.tiff,287,63.113,0.905,73185,73185,1.498,0.668,0.953
115,1 pat p17 7 day od 10x 3_colony_83.tiff,302,65.012,0.898,77010,77010,1.486,0.673,0.941
116,1 pat p17 7 day od 10x 3_colony_84.tiff,401,75.255,0.890,102255,102255,1.486,0.673,0.950
117,1 pat p17 7 day od 10x 3_colony_85.tiff,279,64.770,0.836,71145,71145,1.704,0.587,0.928
118,1 pat p17 7 day od 10x 3_colony_86.tiff,324,69.012,0.855,82620,82620,1.613,0.620,0.928
119,1 pat p17 7 day od 10x 3_colony_87.tiff,284,63.113,0.896,72420,72420,1.261,0.793,0.945
120,1 pat p17 7 day od 10x 3_colony_88.tiff,428,79.497,0.851,109140,109140,1.488,0.672,0.937
121,1 pat p17 7 day od 10x 3_colony_89.tiff,447,87.054,0.741,113985,113985,1.778,0.562,0.888
122,1 pat p17 7 day od 10x 3_colony_90.tiff,1031,126.125,0.814,262905,262905,1.508,0.663,0.943
123,1 pat p17 7 day od 10x 3_colony_91.tiff,211,53.941,0.911,53805,53805,1.257,0.795,0.927
124,1 pat p17 7 day od 10x 3_colony_92.tiff,332,71.841,0.808,84660,84660,1.814,0.551,0.943
125,1 pat p17 7 day od 10x 3_colony_93.tiff,469,86.225,0.793,119595,119595,1.492,0.670,0.921
126,1 pat p17 7 day od 10x 3_colony_94.tiff,369,75.154,0.821,94095,94095,1.852,0.540,0.934
127,1 pat p17 7 day od 10x 3_colony_95.tiff,405,83.598,0.728,103275,103275,2.207,0.453,0.932
128,1 pat p17 7 day od 10x 3_colony_96.tiff,242,57.941,0.906,61710,61710,1.302,0.768,0.934
129,1 pat p17 7 day od 10x 3_colony_97.tiff,263,60.184,0.912,67065,67065,1.170,0.855,0.931
130,1 pat p17 7 day od 10x 3_colony_98.tiff,316,68.669,0.842,80580,80580,1.450,0.690,0.917
131,1 pat p17 7 day od 10x 3_colony_99.tiff,302,66.184,0.866,77010,77010,1.491,0.671,0.936
132,1 pat p17 7 day od 10x 4_colony_147.tiff,220,54.770,0.922,56100,56100,1.187,0.842,0.928
133,1 pat p17 7 day od 10x 4_colony_151.tiff,275,61.598,0.911,70125,70125,1.252,0.799,0.924
134,1 pat p17 7 day od 10x 4_colony_152.tiff,227,58.426,0.836,57885,57885,1.571,0.637,0.904
135,1 pat p17 7 day od 10x 4_colony_153.tiff,305,66.669,0.862,77775,77775,1.513,0.661,0.930
136,1 pat p17 7 day od 10x 4_colony_154.tiff,236,56.770,0.920,60180,60180,1.220,0.820,0.938
137,1 pat p17 7 day od 10x 4_colony_155.tiff,230,56.770,0.897,58650,58650,1.324,0.755,0.927
138,1 pat p17 7 day od 10x 4_colony_156.tiff,329,68.912,0.871,83895,83895,1.461,0.685,0.927
139,1 pat p17 7 day od 10x 4_colony_157.tiff,316,69.841,0.814,80580,80580,1.653,0.605,0.925
140,1 pat p17 7 day od 10x 4_colony_158.tiff,257,59.941,0.899,65535,65535,1.294,0.773,0.928
141,1 pat p17 7 day od 10x 4_colony_159.tiff,235,58.770,0.855,59925,59925,1.657,0.604,0.929
142,1 pat p17 7 day od 10x 4_colony_160.tiff,261,61.941,0.855,66555,66555,1.669,0.599,0.942
143,1 pat p17 7 day od 10x 4_colony_161.tiff,549,91.740,0.820,139995,139995,1.668,0.599,0.937
144,1 pat p17 7 day od 10x 4_colony_162.tiff,569,92.225,0.841,145095,145095,1.374,0.728,0.937
145,1 pat p17 7 day od 10x 4_colony_163.tiff,267,64.770,0.800,68085,68085,1.413,0.708,0.881
146,1 pat p17 7 day od 10x 4_colony_164.tiff,525,100.468,0.654,133875,133875,2.541,0.394,0.882
147,1 pat p17 7 day od 10x 4_colony_165.tiff,361,77.598,0.753,92055,92055,1.914,0.523,0.919
148,1 pat p17 7 day od 10x 4_colony_166.tiff,204,52.770,0.921,52020,52020,1.530,0.654,0.936
149,1 pat p17 7 day od 10x 4_colony_167.tiff,320,121.497,0.272,81600,81600,3.550,0.282,0.625
150,1 pat p17 7 day od 10x 4_colony_169.tiff,189,51.113,0.909,48195,48195,1.372,0.729,0.929
151,1 pat p17 7 day od 10x 4_colony_170.tiff,333,68.669,0.887,84915,84915,1.250,0.800,0.934
152,1 pat p17 7 day od 10x 4_colony_171.tiff,248,61.598,0.821,63240,63240,1.533,0.652,0.902
153,1 pat p17 7 day od 10x 4_colony_172.tiff,231,58.184,0.857,58905,58905,1.594,0.627,0.931
154,1 pat p17 7 day od 10x 4_colony_173.tiff,284,67.355,0.787,72420,72420,1.953,0.512,0.934
155,1 pat p17 7 day od 10x 4_colony_174.tiff,256,62.184,0.832,65280,65280,1.271,0.787,0.880
156,1 pat p17 7 day od 10x 4_colony_175.tiff,253,67.740,0.693,64515,64515,2.644,0.378,0.917
157,1 pat p17 7 day od 10x 4_colony_176.tiff,221,56.527,0.869,56355,56355,1.535,0.652,0.927
158,1 pat p17 7 day od 10x 4_colony_177.tiff,317,69.255,0.831,80835,80835,1.692,0.591,0.922
159,1 pat p17 7 day od 10x 4_colony_178.tiff,382,73.255,0.895,97410,97410,1.303,0.768,0.943
160,1 pat p17 7 day od 10x 4_colony_179.tiff,567,88.569,0.908,144585,144585,1.198,0.835,0.949
161,1 pat p17 7 day od 10x 4_colony_180.tiff,264,62.770,0.842,67320,67320,1.625,0.615,0.920
162,1 pat p17 7 day od 10x 4_colony_181.tiff,153,45.113,0.945,39015,39015,1.317,0.759,0.924
163,1 pat p17 7 day od 10x 4_colony_182.tiff,163,54.527,0.689,41565,41565,2.097,0.477,0.860
164,1 pat p17 7 day od 10x 4_colony_183.tiff,345,84.225,0.611,87975,87975,1.639,0.610,0.844
165,1 pat p17 7 day od 10x 4_colony_184.tiff,234,56.770,0.912,59670,59670,1.271,0.787,0.932
166,1 pat p17 7 day od 10x 4_colony_185.tiff,269,61.598,0.891,68595,68595,1.348,0.742,0.928
167,1 pat p17 7 day od 10x 4_colony_186.tiff,246,59.255,0.880,62730,62730,1.438,0.695,0.923
168,1 pat p17 7 day od 10x 4_colony_187.tiff,261,64.184,0.796,66555,66555,1.730,0.578,0.909
169,1 pat p17 7 day od 10x 4_colony_188.tiff,231,56.527,0.908,58905,58905,1.178,0.849,0.935
170,1 pat p17 7 day od 10x 4_colony_189.tiff,207,53.598,0.905,52785,52785,1.272,0.786,0.922
171,1 pat p17 7 day od 10x 4_colony_190.tiff,202,62.184,0.656,51510,51510,2.123,0.471,0.833
172,1 pat p17 7 day od 10x 4_colony_191.tiff,202,51.941,0.941,51510,51510,1.150,0.869,0.929
173,1 pat p17 7 day od 10x 4_colony_192.tiff,228,57.012,0.881,58140,58140,1.392,0.718,0.921
174,1 pat p17 7 day od 10x 4_colony_193.tiff,172,49.113,0.896,43860,43860,1.236,0.809,0.917
175,1 pat p17 7 day od 10x 4_colony_194.tiff,328,70.770,0.823,83640,83640,1.583,0.632,0.941
176,1 pat p17 7 day od 10x 4_colony_195.tiff,232,57.941,0.868,59160,59160,1.432,0.698,0.930
177,1 pat p17 7 day od 10x 4_colony_196.tiff,230,59.598,0.814,58650,58650,1.763,0.567,0.913
178,1 pat p17 7 day od 10x 4_colony_197.tiff,179,51.598,0.845,45645,45645,1.658,0.603,0.886
179,1 pat p17 7 day od 10x 4_colony_198.tiff,233,60.770,0.793,59415,59415,1.640,0.610,0.889
180,1 pat p17 7 day od 10x 4_colony_199.tiff,210,55.012,0.872,53550,53550,1.403,0.713,0.911
181,1 pat p17 7 day od 10x 4_colony_200.tiff,258,59.355,0.920,65790,65790,1.359,0.736,0.943
182,1 pat p17 7 day od 10x 4_colony_201.tiff,281,64.426,0.851,71655,71655,1.409,0.710,0.926
183,1 pat p17 7 day od 10x 4_colony_202.tiff,285,63.598,0.885,72675,72675,1.419,0.705,0.938
184,1 pat p17 7 day od 10x 4_colony_203.tiff,425,76.184,0.920,108375,108375,1.218,0.821,0.956
185,1 pat p17 7 day od 10x 4_colony_204.tiff,239,58.184,0.887,60945,60945,1.300,0.769,0.921
186,1 pat p17 7 day od 10x 4_colony_205.tiff,258,61.841,0.848,65790,65790,1.690,0.592,0.933
187,1 pat p17 7 day od 10x 4_colony_206.tiff,229,59.598,0.810,58395,58395,1.573,0.636,0.900
188,1 pat p17 7 day od 10x 4_colony_207.tiff,352,69.598,0.913,89760,89760,1.266,0.790,0.948
189,1 pat p17 7 day od 10x 4_colony_208.tiff,276,61.598,0.914,70380,70380,1.353,0.739,0.939
190,1 pat p17 7 day od 10x 4_colony_209.tiff,239,58.184,0.887,60945,60945,1.359,0.736,0.926
191,1 pat p17 7 day od 10x 5_colony_210.tiff,203,57.113,0.782,51765,51765,2.050,0.488,0.916
192,1 pat p17 7 day od 10x 5_colony_211.tiff,628,94.569,0.882,160140,160140,1.450,0.690,0.949
193,1 pat p17 7 day od 10x 5_colony_213.tiff,544,88.083,0.881,138720,138720,1.463,0.683,0.951
194,1 pat p17 7 day od 10x 5_colony_217.tiff,304,65.598,0.888,77520,77520,1.260,0.794,0.930
195,1 pat p17 7 day od 10x 5_colony_218.tiff,347,69.841,0.894,88485,88485,1.333,0.750,0.937
196,1 pat p17 7 day od 10x 5_colony_219.tiff,245,57.698,0.925,62475,62475,1.379,0.725,0.950
197,1 pat p17 7 day od 10x 5_colony_220.tiff,367,70.770,0.921,93585,93585,1.042,0.959,0.943
198,1 pat p17 7 day od 10x 5_colony_221.tiff,393,76.326,0.848,100215,100215,1.617,0.618,0.936
199,1 pat p17 7 day od 10x 5_colony_222.tiff,338,69.941,0.868,86190,86190,1.487,0.672,0.944
200,1 pat p17 7 day od 10x 5_colony_223.tiff,191,51.698,0.898,48705,48705,1.330,0.752,0.925
201,1 pat p17 7 day od 10x 5_colony_224.tiff,319,71.841,0.777,81345,81345,1.900,0.526,0.911
202,1 pat p17 7 day od 10x 5_colony_225.tiff,807,111.397,0.817,205785,205785,1.573,0.636,0.938
203,1 pat p17 7 day od 10x 5_colony_226.tiff,258,62.184,0.838,65790,65790,1.367,0.732,0.921
204,1 pat p17 7 day od 10x 5_colony_227.tiff,329,68.770,0.874,83895,83895,1.507,0.663,0.943
205,1 pat p17 7 day od 10x 5_colony_228.tiff,319,68.184,0.862,81345,81345,1.634,0.612,0.941
206,1 pat p17 7 day od 10x 5_colony_229.tiff,508,84.669,0.890,129540,129540,1.403,0.713,0.950
207,1 pat p17 7 day od 10x 5_colony_230.tiff,420,76.669,0.898,107100,107100,1.317,0.759,0.942
208,1 pat p17 7 day od 10x 5_colony_231.tiff,291,62.184,0.946,74205,74205,1.167,0.857,0.948
209,1 pat p17 7 day od 10x 5_colony_232.tiff,354,69.012,0.934,90270,90270,1.102,0.907,0.948
210,1 pat p17 7 day od 10x 5_colony_233.tiff,490,84.669,0.859,124950,124950,1.528,0.654,0.949
211,1 pat p17 7 day od 10x 5_colony_234.tiff,306,66.770,0.863,78030,78030,1.441,0.694,0.942
212,1 pat p17 7 day od 10x 5_colony_235.tiff,259,59.941,0.906,66045,66045,1.378,0.726,0.938
213,1 pat p17 7 day od 10x 5_colony_236.tiff,341,68.184,0.922,86955,86955,1.257,0.796,0.949
214,1 pat p17 7 day od 10x 5_colony_237.tiff,316,66.527,0.897,80580,80580,1.218,0.821,0.948
215,1 pat p17 7 day od 10x 5_colony_238.tiff,443,83.154,0.805,112965,112965,1.676,0.597,0.930
216,1 pat p17 7 day od 10x 5_colony_239.tiff,1023,132.953,0.727,260865,260865,1.314,0.761,0.899
217,1 pat p17 7 day od 10x 5_colony_240.tiff,348,70.426,0.882,88740,88740,1.571,0.637,0.944
218,1 pat p17 7 day od 10x 5_colony_241.tiff,443,81.397,0.840,112965,112965,1.221,0.819,0.922
219,1 pat p17 7 day od 10x 5_colony_242.tiff,423,82.184,0.787,107865,107865,2.047,0.489,0.943
220,1 pat p17 7 day od 10x 5_colony_243.tiff,450,80.669,0.869,114750,114750,1.235,0.810,0.935
221,1 pat p17 7 day od 10x 5_colony_244.tiff,238,61.113,0.801,60690,60690,1.663,0.601,0.917
222,1 pat p17 7 day od 10x 5_colony_245.tiff,311,70.426,0.788,79305,79305,1.552,0.644,0.908
223,1 pat p17 7 day od 10x 5_colony_248.tiff,248,60.426,0.854,63240,63240,1.699,0.589,0.931
224,1 pat p17 7 day od 10x 5_colony_249.tiff,364,75.497,0.803,92820,92820,1.966,0.509,0.943
225,1 pat p17 7 day od 10x 5_colony_250.tiff,274,64.426,0.830,69870,69870,1.406,0.711,0.913
226,1 pat p17 7 day od 10x 5_colony_252.tiff,198,56.527,0.779,50490,50490,2.028,0.493,0.912
227,1 pat p17 7 day od 10x 5_colony_254.tiff,353,72.083,0.854,90015,90015,1.593,0.628,0.924
228,1 pat p17 7 day od 10x 5_colony_255.tiff,365,72.912,0.863,93075,93075,1.363,0.734,0.924
229,1 pat p17 7 day od 10x 5_colony_256.tiff,250,60.426,0.860,63750,63750,1.626,0.615,0.929
230,1 pat p17 7 day od 10x 5_colony_257.tiff,379,72.426,0.908,96645,96645,1.231,0.813,0.942
231,1 pat p17 7 day od 10x 5_colony_258.tiff,570,97.255,0.757,145350,145350,1.649,0.607,0.900
232,1 pat p17 7 day od 10x 5_colony_261.tiff,131,41.456,0.958,33405,33405,1.295,0.772,0.939
233,1 pat p17 7 day od 10x 5_colony_262.tiff,273,62.184,0.887,69615,69615,1.174,0.852,0.932
234,1 pat p17 7 day od 10x 5_colony_263.tiff,453,79.497,0.901,115515,115515,1.102,0.907,0.942
235,1 pat p17 7 day od 10x 5_colony_264.tiff,284,64.426,0.860,72420,72420,1.454,0.688,0.927
236,1 pat p17 7 day od 10x 5_colony_266.tiff,369,74.669,0.832,94095,94095,1.596,0.627,0.917
237,1 pat p17 7 day od 10x 5_colony_267.tiff,217,54.527,0.917,55335,55335,1.349,0.741,0.933
238,1 pat p17 7 day od 10x 5_colony_268.tiff,306,66.184,0.878,78030,78030,1.482,0.675,0.936
239,1 pat p17 7 day od 10x 5_colony_269.tiff,257,59.355,0.917,65535,65535,1.196,0.836,0.938
240,1 pat p17 7 day od 10x 5_colony_270.tiff,228,56.284,0.904,58140,58140,1.352,0.739,0.938
241,1 pat p17 7 day od 10x 5_colony_271.tiff,277,64.770,0.830,70635,70635,1.694,0.590,0.928
242,1 pat p17 7 day od 10x 5_colony_272.tiff,237,60.770,0.806,60435,60435,1.613,0.620,0.908
243,1 pat p17 7 day od 10x 5_colony_273.tiff,434,77.255,0.914,110670,110670,1.258,0.795,0.950
244,1 pat p17 7 day od 10x 5_colony_274.tiff,326,68.284,0.879,83130,83130,1.301,0.768,0.953
245,1 pat p17 7 day od 10x 5_colony_276.tiff,330,67.012,0.923,84150,84150,1.374,0.728,0.948
246,1 pat p17 7 day od 10x 5_colony_277.tiff,290,63.012,0.918,73950,73950,1.189,0.841,0.929
247,1 pat p17 7 day od 10x 5_colony_278.tiff,252,59.841,0.884,64260,64260,1.341,0.746,0.923
248,1 pat p17 7 day od 10x 5_colony_280.tiff,301,63.841,0.928,76755,76755,1.049,0.954,0.935
